AAL,20160927,34.96,36.13,34.9,36,5068700
AAME,20160927,3.43,3.46,3.34,3.44,3900
AAOI,20160927,21.04,21.49,21.04,21.31,242900
AAON,20160927,28.07,28.4,27.96,28.32,77700
AAPL,20160927,28.25,28.295,28.085,28.2725,24605000
AAWW,20160927,39.82,40.38,39.69,40.2,290000
AAXJ,20160927,60.28,60.7,60.15,60.7,1063100
ABCB,20160927,34.48,34.82,33.8,34.56,200900
ABEO,20160927,6.18,6.18,5.46,5.61,577800
ABIO,20160927,51.84,53.1,51.48,52.38,6500
ABMD,20160927,127.2,131.11,126.08,129.19,613000
ABTX,20160927,26.15,26.67,26.1,26.66,36400
ABUS,20160927,3.98,4,3.85,3.93,101300
ACAD,20160927,34.15,35.57,34,35.23,1325600
ACBI,20160927,14.72,14.83,14.55,14.77,26500
ACET,20160927,18.98,19.23,18.89,19.16,149400
ACGL,20160927,27.24,28.3833,26.6333,26.7533,881900
ACHC,20160927,48,48.26,47.51,48.16,877500
ACIU,20160927,16.78,18.36,16.39,18.21,531500
ACIW,20160927,18.66,19.03,18.66,18.99,234400
ACLS,20160927,12.98,13.18,12.86,13.16,106500
ACNB,20160927,26.55,26.9,26.47,26.66,4900
ACOR,20160927,23.1,23.25,21.92,22.06,1321400
ACRS,20160927,24.95,25.5,24.68,25.15,124100
ACRX,20160927,3.65,3.86,3.65,3.85,504800
ACST,20160927,14.72,16.72,14.72,15.52,154600
ACTG,20160927,6.4,6.42,6.13,6.38,336100
ACWI,20160927,58.48,58.95,58.4,58.93,1667700
ACWX,20160927,41.01,41.4,41.01,41.37,415400
ADAP,20160927,7.15,7.4,7.08,7.2,406500
ADBE,20160927,106.97,109.76,106.74,109.7,3531300
ADES,20160927,8.3,8.3,8,8.18,6500
ADI,20160927,62.28,63.93,61.81,63.81,2551000
ADMA,20160927,7.45,7.7,7.28,7.28,47900
ADMP,20160927,3.49,3.64,3.3,3.37,990400
ADMS,20160927,17.63,17.64,17.2,17.3,247300
ADP,20160927,88.28,89.07,88.1,88.95,1269400
ADRE,20160927,34.67,34.99,34.65,34.99,30000
ADSK,20160927,70.97,71.93,70.83,71.9,1465600
ADTN,20160927,18.71,19,18.68,18.89,281300
ADUS,20160927,26.41,26.83,26.17,26.77,44200
ADVM,20160927,4,4.29,3.87,4.21,187000
ADXS,20160927,157.5,164.1,157.05,162.15,527600
AEHR,20160927,2.72,2.99,2.55,2.98,111300
AEIS,20160927,46.07,47.26,45.73,47.23,556800
AEMD,20160927,76.05,81,70.95,75.6,132200
AERI,20160927,39.35,41.72,39.15,40.72,1813500
AEY,20160927,1.77,1.8,1.75,1.76,12200
AEZS,20160927,3.45,3.45,3.36,3.4,75400
AFMD,20160927,2.81,2.85,2.65,2.84,183800
AGEN,20160927,7.07,7.21,7,7.2,1192800
AGFS,20160927,5.16,5.26,5.07,5.21,707500
AGIO,20160927,52.68,54.65,52.38,54.55,369100
AGLE,20160927,6.86,6.88,6.66,6.86,13000
AGNC,20160927,19.82,19.94,19.75,19.78,2120700
AGNCP,20160927,26.74,26.74,26.41,26.6,26200
AGRX,20160927,7.23,7.45,7.22,7.34,62600
AGTC,20160927,8.99,9.35,8.97,9.21,333800
AGYS,20160927,10.94,11,10.79,10.87,26200
AGZD,20160927,47.86,47.86,47.86,47.86,200
AHPI,20160927,0.64,0.85,0.63,0.75,539500
AIA,20160927,49.57,49.92,49.56,49.9,22600
AIMC,20160927,27.79,28.35,27.51,28.27,99700
AINV,20160927,17.49,17.64,17.4,17.49,640900
AIQ,20160927,6.49,6.56,6.39,6.49,38200
AIRG,20160927,15.25,15.9,14.5,15.63,453700
AIRR,20160927,19.96,20.06,19.92,20.03,3700
AIRT,20160927,20.68,20.68,20.68,20.68,0
AKAM,20160927,51.85,52.83,51.8,52.65,1562400
AKBA,20160927,9,9.25,8.95,9.09,89300
AKTX,20160927,8.99,8.99,8.96,8.98,1000
ALCO,20160927,27.25,27.26,26.86,26.98,4000
ALDX,20160927,8.19,8.19,7.39,7.75,50700
ALGN,20160927,93.49,94.65,93.07,94.44,578300
ALGT,20160927,130.08,134.12,130.08,134.05,111200
ALIM,20160927,1.57,1.6,1.56,1.58,139500
ALJJ,20160927,4.52,4.74,4.52,4.7,28400
ALKS,20160927,49.11,50.08,48.6,49.79,1042600
ALLT,20160927,5.13,5.17,5.08,5.14,38200
ALNY,20160927,75.79,78.23,75.49,78.09,367500
ALOT,20160927,14.99,14.99,14.99,14.99,0
ALRM,20160927,27.24,28.11,27.24,28.01,236700
ALTY,20160927,15.69,15.77,15.69,15.75,32200
AMAT,20160927,29.35,29.76,29.26,29.64,17381800
AMBA,20160927,66.05,68.68,66,68.64,923900
AMCX,20160927,51.82,52.17,50.89,50.95,941900
AMD,20160927,6.37,6.58,6.29,6.54,30033200
AMED,20160927,47.89,48.1,47.39,47.85,254400
AMGN,20160927,170.22,171.98,169.5,171.63,4798800
AMKR,20160927,9.39,9.47,9.21,9.4,824400
AMNB,20160927,27.71,28.2,26.65,27.99,7700
AMOT,20160927,18.36,18.82,18.36,18.64,52300
AMPH,20160927,19.51,20.11,19.36,19.91,478500
AMRK,20160927,16.46,16.46,15.97,15.98,16800
AMRN,20160927,3.14,3.31,3.12,3.25,8171300
AMRS,20160927,7.35,7.65,7.2,7.35,2048700
AMSC,20160927,6.72,7.05,6.4,7.01,30100
AMSF,20160927,58.61,58.96,58.05,58.78,107200
AMSWA,20160927,10.9,10.95,10.83,10.91,30400
AMTX,20160927,1.24,1.26,1.22,1.26,14200
AMWD,20160927,80.71,81.75,80.12,81.31,82800
AMZN,20160927,802.17,816.64,801.11,816.11,3818800
ANAT,20160927,118.79,121.28,113.14,120.81,24600
ANDE,20160927,34.68,35.53,34.61,35.01,199900
ANGI,20160927,10.11,10.35,10.03,10.26,1844100
ANGO,20160927,17.16,17.23,16.75,16.93,160200
ANIK,20160927,45.56,46.61,45.47,46.48,88000
ANIP,20160927,65.2,69,65.2,68.26,306200
ANSS,20160927,91.15,91.85,90.88,91.84,442700
ANY,20160927,0.46,0.55,0.44,0.5,408700
AOSL,20160927,20.35,21.11,20.1,21.09,137700
APDN,20160927,124.8,127.2,119.6,121.6,34200
APEI,20160927,19.33,19.63,19.06,19.23,66200
APOG,20160927,43.64,44.23,43.41,43.85,275600
APOP,20160927,88.4,89.6,88,89.6,7100
APPF,20160927,19.25,19.5,19.11,19.39,13400
APPS,20160927,0.95,1.01,0.92,1.01,637600
APTO,20160927,2.17,2.26,2.05,2.25,36500
APVO,20160927,38.36,39.2,38.08,38.5,147700
APWC,20160927,2.24,2.24,2.17,2.17,700
AQMS,20160927,8.7,8.7,8.55,8.6,115200
ARAY,20160927,5.58,5.85,5.51,5.84,522900
ARCB,20160927,18.78,18.85,18.41,18.7,134700
ARCC,20160927,15.49,15.5,15.39,15.5,1722600
ARDX,20160927,12.23,13.29,12.22,13.02,368000
ARKR,20160927,22.29,22.74,22.01,22.38,4100
ARLP,20160927,21.3,21.84,21.17,21.64,180000
ARNA,20160927,17.3,18.1,17.1,18.1,1731900
AROW,20160927,32.8,33.17,32.04,32.93,27000
ARRY,20160927,7.2,7.27,6.3,6.59,51245600
